,boro_code,First Borough Name,2020 Census Tract,ED_BOE,ED_number_voters,censusTract2020_num_voters,tract_to_ed_ratio,tract_boro
0,5,Bronx,200,85002,802,2702,0.29681717246484085,5_200
1,5,Bronx,200,85003,780,2702,0.28867505551443373,5_200
2,5,Bronx,200,85004,1120,2702,0.41450777202072536,5_200
3,5,Bronx,400,85001,1295,3557,0.36407084621872365,5_400
4,5,Bronx,400,85002,650,3557,0.18273826258082654,5_400
5,5,Bronx,400,85003,705,3557,0.19820073095305032,5_400
6,5,Bronx,400,85004,547,3557,0.15378127635648017,5_400
7,5,Bronx,400,85005,360,3557,0.10120888389091931,5_400
8,5,Bronx,1600,85009,466,3445,0.13526850507982582,5_1600
9,5,Bronx,1600,87053,385,3445,0.11175616835994194,5_1600
10,5,Bronx,1600,87054,1552,3445,0.45050798258345426,5_1600
11,5,Bronx,1600,87055,1042,3445,0.30246734397677794,5_1600
12,5,Bronx,1901,84051,912,912,1.0,5_1901
13,5,Bronx,1902,84052,219,466,0.4699570815450644,5_1902
14,5,Bronx,1902,84053,247,466,0.5300429184549357,5_1902
15,5,Bronx,1903,84053,2,2,1.0,5_1903
16,5,Bronx,2001,85010,1092,3251,0.3358966471854814,5_2001
17,5,Bronx,2001,85012,1398,3251,0.43002153183635805,5_2001
18,5,Bronx,2001,85013,761,3251,0.23408182097816058,5_2001
19,5,Bronx,2002,85009,1127,2375,0.4745263157894737,5_2002
20,5,Bronx,2002,85011,972,2375,0.40926315789473683,5_2002
21,5,Bronx,2002,85013,276,2375,0.11621052631578947,5_2002
22,5,Bronx,2300,84042,873,2863,0.30492490394690885,5_2300
23,5,Bronx,2300,84043,1390,2863,0.4855047153335662,5_2300
24,5,Bronx,2300,84044,600,2863,0.20957038071952497,5_2300
25,5,Bronx,2400,85002,2,2,1.0,5_2400
26,5,Bronx,2500,84037,496,2646,0.1874527588813303,5_2500
27,5,Bronx,2500,84038,1200,2646,0.45351473922902497,5_2500
28,5,Bronx,2500,84041,950,2646,0.35903250188964475,5_2500
29,5,Bronx,2701,84036,1056,1903,0.5549132947976878,5_2701
30,5,Bronx,2701,84037,847,1903,0.44508670520231214,5_2701
31,5,Bronx,2702,84031,442,2378,0.18587047939444912,5_2702
32,5,Bronx,2702,84035,1356,2378,0.5702270815811606,5_2702
33,5,Bronx,2702,84036,580,2378,0.24390243902439024,5_2702
34,5,Bronx,2800,85018,60,4476,0.013404825737265416,5_2800
35,5,Bronx,2800,85051,1663,4476,0.3715370866845398,5_2800
36,5,Bronx,2800,85052,1620,4476,0.36193029490616624,5_2800
37,5,Bronx,2800,85053,1133,4476,0.2531277926720286,5_2800
38,5,Bronx,3100,84029,1236,1237,0.9991915925626516,5_3100
39,5,Bronx,3100,84031,1,1237,0.0008084074373484236,5_3100
40,5,Bronx,3300,84031,450,1983,0.22692889561270801,5_3300
41,5,Bronx,3300,84034,1533,1983,0.773071104387292,5_3300
42,5,Bronx,3500,84029,239,2033,0.11756025577963601,5_3500
43,5,Bronx,3500,84030,1346,2033,0.6620757501229709,5_3500
44,5,Bronx,3500,84031,448,2033,0.22036399409739302,5_3500
45,5,Bronx,3700,84031,163,163,1.0,5_3700
46,5,Bronx,3800,85011,496,764,0.6492146596858639,5_3800
47,5,Bronx,3800,87055,268,764,0.3507853403141361,5_3800
48,5,Bronx,3900,84038,159,2739,0.05805038335158817,5_3900
49,5,Bronx,3900,84039,251,2739,0.09163928441036875,5_3900
50,5,Bronx,3900,84040,1341,2739,0.4895947426067908,5_3900
51,5,Bronx,3900,84041,451,2739,0.1646586345381526,5_3900
52,5,Bronx,3900,84042,293,2739,0.10697334793720335,5_3900
53,5,Bronx,3900,84044,244,2739,0.08908360715589632,5_3900
54,5,Bronx,4001,87041,104,849,0.12249705535924617,5_4001
55,5,Bronx,4001,87042,189,849,0.2226148409893993,5_4001
56,5,Bronx,4001,87043,556,849,0.6548881036513545,5_4001
57,5,Bronx,4100,84033,576,3596,0.16017797552836485,5_4100
58,5,Bronx,4100,84039,1132,3596,0.3147942157953281,5_4100
59,5,Bronx,4100,84045,646,3596,0.1796440489432703,5_4100
60,5,Bronx,4100,84046,1242,3596,0.3453837597330367,5_4100
61,5,Bronx,4200,85014,1563,4831,0.32353549989650177,5_4200
62,5,Bronx,4200,85015,1547,4831,0.3202235561995446,5_4200
63,5,Bronx,4200,85016,1225,4831,0.2535706892982819,5_4200
64,5,Bronx,4200,85017,496,4831,0.10267025460567171,5_4200
65,5,Bronx,4300,84032,1603,3087,0.5192743764172335,5_4300
66,5,Bronx,4300,84033,889,3087,0.28798185941043086,5_4300
67,5,Bronx,4300,84045,595,3087,0.1927437641723356,5_4300
68,5,Bronx,4400,85019,1341,3096,0.4331395348837209,5_4400
69,5,Bronx,4400,85020,1435,3096,0.4635012919896641,5_4400
70,5,Bronx,4400,87041,320,3096,0.10335917312661498,5_4400
71,5,Bronx,4600,85013,569,1094,0.520109689213894,5_4600
72,5,Bronx,4600,85017,525,1094,0.47989031078610606,5_4600
73,5,Bronx,4800,85047,648,1669,0.38825644098262435,5_4800
74,5,Bronx,4800,85048,333,1669,0.19952067106051527,5_4800
75,5,Bronx,4800,85049,688,1669,0.4122228879568604,5_4800
76,5,Bronx,5001,85045,481,1804,0.26662971175166295,5_5001
77,5,Bronx,5001,85046,878,1804,0.4866962305986696,5_5001
78,5,Bronx,5001,85047,445,1804,0.2466740576496674,5_5001
79,5,Bronx,5002,85044,385,2043,0.18844836025452766,5_5002
80,5,Bronx,5002,85045,357,2043,0.17474302496328928,5_5002
81,5,Bronx,5002,85046,266,2043,0.13020068526676457,5_5002
82,5,Bronx,5002,85047,84,2043,0.041116005873715125,5_5002
83,5,Bronx,5002,85048,951,2043,0.4654919236417034,5_5002
84,5,Bronx,5100,84017,86,4660,0.018454935622317595,5_5100
85,5,Bronx,5100,84043,8,4660,0.0017167381974248926,5_5100
86,5,Bronx,5100,84044,84,4660,0.018025751072961373,5_5100
87,5,Bronx,5100,84047,859,4660,0.18433476394849785,5_5100
88,5,Bronx,5100,84048,1461,4660,0.31351931330472105,5_5100
89,5,Bronx,5100,84049,1000,4660,0.2145922746781116,5_5100
90,5,Bronx,5100,84050,1045,4660,0.22424892703862662,5_5100
91,5,Bronx,5100,84051,117,4660,0.025107296137339054,5_5100
92,5,Bronx,5200,85044,795,997,0.7973921765295887,5_5200
93,5,Bronx,5200,85045,202,997,0.20260782347041123,5_5200
94,5,Bronx,5300,77017,1190,2339,0.5087644292432664,5_5300
95,5,Bronx,5300,77018,1149,2339,0.49123557075673363,5_5300
96,5,Bronx,5400,85043,1067,2472,0.43163430420711973,5_5400
97,5,Bronx,5400,85050,1405,2472,0.5683656957928802,5_5400
98,5,Bronx,5600,85023,809,1259,0.6425734710087371,5_5600
99,5,Bronx,5600,85043,450,1259,0.3574265289912629,5_5600
100,5,Bronx,5902,77047,553,1645,0.33617021276595743,5_5902
101,5,Bronx,5902,84014,708,1645,0.43039513677811553,5_5902
102,5,Bronx,5902,84015,384,1645,0.23343465045592704,5_5902
103,5,Bronx,6000,87006,2,587,0.0034071550255536627,5_6000
104,5,Bronx,6000,87008,142,587,0.24190800681431004,5_6000
105,5,Bronx,6000,87066,443,587,0.7546848381601363,5_6000
106,5,Bronx,6100,79053,4,2723,0.0014689680499449136,5_6100
107,5,Bronx,6100,79054,891,2723,0.3272126331252295,5_6100
108,5,Bronx,6100,79055,1283,2723,0.47117150201983105,5_6100
109,5,Bronx,6100,79056,502,2723,0.18435549026808667,5_6100
110,5,Bronx,6100,84015,4,2723,0.0014689680499449136,5_6100
111,5,Bronx,6100,84017,39,2723,0.014322438486962909,5_6100
112,5,Bronx,6200,85023,468,3475,0.13467625899280575,5_6200
113,5,Bronx,6200,85025,1378,3475,0.39654676258992805,5_6200
114,5,Bronx,6200,85026,957,3475,0.2753956834532374,5_6200
115,5,Bronx,6200,85049,672,3475,0.19338129496402878,5_6200
116,5,Bronx,6301,77004,258,3255,0.0792626728110599,5_6301
117,5,Bronx,6301,84011,489,3255,0.15023041474654378,5_6301
118,5,Bronx,6301,84012,1191,3255,0.36589861751152075,5_6301
119,5,Bronx,6301,84013,933,3255,0.28663594470046083,5_6301
120,5,Bronx,6301,84016,382,3255,0.117357910906298,5_6301
121,5,Bronx,6301,84017,2,3255,0.0006144393241167435,5_6301
122,5,Bronx,6302,84006,1,1,1.0,5_6302
123,5,Bronx,6400,85021,228,2031,0.11225997045790251,5_6400
124,5,Bronx,6400,85022,1375,2031,0.6770064007877893,5_6400
125,5,Bronx,6400,85024,428,2031,0.21073362875430823,5_6400
126,5,Bronx,6500,79052,374,2531,0.14776768075859345,5_6500
127,5,Bronx,6500,84017,1489,2531,0.5883050177795338,5_6500
128,5,Bronx,6500,84018,514,2531,0.20308178585539313,5_6500
129,5,Bronx,6500,84047,154,2531,0.060845515606479654,5_6500
130,5,Bronx,6700,79048,32,3777,0.008472332539052158,5_6700
131,5,Bronx,6700,79051,1394,3777,0.36907598623245963,5_6700
132,5,Bronx,6700,79052,1259,3777,0.3333333333333333,5_6700
133,5,Bronx,6700,84018,1092,3777,0.2891183478951549,5_6700
134,5,Bronx,6800,85021,1200,1415,0.8480565371024735,5_6800
135,5,Bronx,6800,87040,215,1415,0.1519434628975265,5_6800
136,5,Bronx,6900,79044,629,4073,0.15443162288239626,5_6900
137,5,Bronx,6900,79045,189,4073,0.046403142646697766,5_6900
138,5,Bronx,6900,79048,248,4073,0.060888779769211886,5_6900
139,5,Bronx,6900,79049,1287,4073,0.3159833046894181,5_6900
140,5,Bronx,6900,79050,1459,4073,0.3582126196906457,5_6900
141,5,Bronx,6900,79051,261,4073,0.06408053032163025,5_6900
142,5,Bronx,7000,87039,531,2153,0.24663260566651185,5_7000
143,5,Bronx,7000,87040,1123,2153,0.5215977705527172,5_7000
144,5,Bronx,7000,87041,499,2153,0.231769623780771,5_7000
145,5,Bronx,7100,79045,134,1731,0.07741190063547082,5_7100
146,5,Bronx,7100,79046,591,1731,0.341421143847487,5_7100
147,5,Bronx,7100,79048,895,1731,0.5170421721548238,5_7100
148,5,Bronx,7100,84019,111,1731,0.06412478336221837,5_7100
149,5,Bronx,7200,87039,746,2722,0.27406318883174136,5_7200
150,5,Bronx,7200,87041,559,2722,0.20536370315944158,5_7200
151,5,Bronx,7200,87042,1417,2722,0.5205731080088171,5_7200
152,5,Bronx,7300,84019,1002,1959,0.5114854517611026,5_7300
153,5,Bronx,7300,84028,957,1959,0.4885145482388974,5_7300
154,5,Bronx,7400,87048,280,2330,0.12017167381974249,5_7400
155,5,Bronx,7400,87049,1345,2330,0.5772532188841202,5_7400
156,5,Bronx,7400,87053,705,2330,0.30257510729613735,5_7400
157,5,Bronx,7500,79046,755,3801,0.19863193896343068,5_7500
158,5,Bronx,7500,79047,711,3801,0.18705603788476716,5_7500
159,5,Bronx,7500,79048,353,3801,0.0928702972901868,5_7500
160,5,Bronx,7500,84020,764,3801,0.20099973691133913,5_7500
161,5,Bronx,7500,84021,1218,3801,0.32044198895027626,5_7500
162,5,Bronx,7600,85021,137,2477,0.055308841340331046,5_7600
163,5,Bronx,7600,85022,286,2477,0.11546225272507064,5_7600
164,5,Bronx,7600,85024,244,2477,0.0985062575696407,5_7600
165,5,Bronx,7600,87037,83,2477,0.03350827614049253,5_7600
166,5,Bronx,7600,87038,1564,2477,0.6314089624545821,5_7600
167,5,Bronx,7600,87039,163,2477,0.06580540976988292,5_7600
168,5,Bronx,7700,79032,103,1013,0.1016781836130306,5_7700
169,5,Bronx,7700,79033,301,1013,0.29713721618953604,5_7700
170,5,Bronx,7700,84020,609,1013,0.6011846001974334,5_7700
171,5,Bronx,7800,87043,452,2959,0.15275430888813787,5_7800
172,5,Bronx,7800,87044,1197,2959,0.4045285569449138,5_7800
173,5,Bronx,7800,87045,1310,2959,0.4427171341669483,5_7800
174,5,Bronx,7900,79032,205,3449,0.05943751812119455,5_7900
175,5,Bronx,7900,79033,35,3449,0.01014786894752102,5_7900
176,5,Bronx,7900,84022,1732,3449,0.5021745433458974,5_7900
177,5,Bronx,7900,84023,412,3449,0.11945491446796173,5_7900
178,5,Bronx,7900,84027,375,3449,0.10872716729486807,5_7900
179,5,Bronx,7900,84028,690,3449,0.20005798782255726,5_7900
180,5,Bronx,8300,84023,418,3030,0.13795379537953795,5_8300
181,5,Bronx,8300,84025,1462,3030,0.48250825082508253,5_8300
182,5,Bronx,8300,84026,1150,3030,0.3795379537953795,5_8300
183,5,Bronx,8400,85005,1315,1315,1.0,5_8400
184,5,Bronx,8500,84023,679,3073,0.22095671981776766,5_8500
185,5,Bronx,8500,84024,275,3073,0.08948909860071591,5_8500
186,5,Bronx,8500,84025,160,3073,0.05206638464041653,5_8500
187,5,Bronx,8500,85037,1183,3073,0.38496583143507973,5_8500
188,5,Bronx,8500,85038,776,3073,0.2525219655060202,5_8500
189,5,Bronx,8600,87048,458,2788,0.1642754662840746,5_8600
190,5,Bronx,8600,87050,1212,2788,0.4347202295552367,5_8600
191,5,Bronx,8600,87052,792,2788,0.28407460545193686,5_8600
192,5,Bronx,8600,87053,326,2788,0.11692969870875179,5_8600
193,5,Bronx,8700,85034,1023,2891,0.3538567969560706,5_8700
194,5,Bronx,8700,85035,1543,2891,0.5337253545485992,5_8700
195,5,Bronx,8700,85039,325,2891,0.11241784849533033,5_8700
196,5,Bronx,8900,85036,1568,1568,1.0,5_8900
197,5,Bronx,9000,82017,124,2412,0.05140961857379768,5_9000
198,5,Bronx,9000,85006,14,2412,0.005804311774461028,5_9000
199,5,Bronx,9000,87048,292,2412,0.12106135986733002,5_9000
200,5,Bronx,9000,87051,1407,2412,0.5833333333333334,5_9000
201,5,Bronx,9000,87052,555,2412,0.2300995024875622,5_9000
202,5,Bronx,9000,87056,20,2412,0.008291873963515755,5_9000
203,5,Bronx,9200,87027,585,2664,0.2195945945945946,5_9200
204,5,Bronx,9200,87028,1413,2664,0.5304054054054054,5_9200
205,5,Bronx,9200,87030,666,2664,0.25,5_9200
206,5,Bronx,9301,84055,1420,2553,0.5562083822953389,5_9301
207,5,Bronx,9301,84066,549,2553,0.21504112808460635,5_9301
208,5,Bronx,9301,85055,584,2553,0.22875048962005484,5_9301
209,5,Bronx,9302,84055,7,19,0.3684210526315789,5_9302
210,5,Bronx,9302,84066,8,19,0.42105263157894735,5_9302
211,5,Bronx,9302,84067,4,19,0.21052631578947367,5_9302
212,5,Bronx,9600,82035,8,1332,0.006006006006006006,5_9600
213,5,Bronx,9600,87029,1262,1332,0.9474474474474475,5_9600
214,5,Bronx,9600,87034,62,1332,0.046546546546546545,5_9600
215,5,Bronx,9800,87046,1309,3237,0.4043867778807538,5_9800
216,5,Bronx,9800,87047,1481,3237,0.4575223972814334,5_9800
217,5,Bronx,9800,87048,447,3237,0.1380908248378128,5_9800
218,5,Bronx,11000,82014,2,2,1.0,5_11000
219,5,Bronx,11502,85054,1266,1889,0.6701958708311275,5_11502
220,5,Bronx,11502,85055,623,1889,0.3298041291688724,5_11502
221,5,Bronx,11701,84067,823,823,1.0,5_11701
222,5,Bronx,11702,84067,1,1,1.0,5_11702
223,5,Bronx,11800,82001,1286,2874,0.4474599860821155,5_11800
224,5,Bronx,11800,82002,524,2874,0.18232428670842032,5_11800
225,5,Bronx,11800,82003,910,2874,0.3166318719554628,5_11800
226,5,Bronx,11800,82004,154,2874,0.05358385525400139,5_11800
227,5,Bronx,11900,85040,805,2788,0.2887374461979914,5_11900
228,5,Bronx,11900,85041,1406,2788,0.5043041606886657,5_11900
229,5,Bronx,11900,85042,577,2788,0.2069583931133429,5_11900
230,5,Bronx,12101,85029,368,1433,0.2568039078855548,5_12101
231,5,Bronx,12101,85030,156,1433,0.10886252616887648,5_12101
232,5,Bronx,12101,85031,909,1433,0.6343335659455688,5_12101
233,5,Bronx,12102,85041,153,782,0.1956521739130435,5_12102
234,5,Bronx,12102,85042,629,782,0.8043478260869565,5_12102
235,5,Bronx,12300,79028,1364,2444,0.55810147299509,5_12300
236,5,Bronx,12300,85029,1078,2444,0.4410801963993453,5_12300
237,5,Bronx,12300,85042,2,2444,0.0008183306055646482,5_12300
238,5,Bronx,12500,79021,233,1860,0.12526881720430108,5_12500
239,5,Bronx,12500,79029,382,1860,0.2053763440860215,5_12500
240,5,Bronx,12500,85030,1245,1860,0.6693548387096774,5_12500
241,5,Bronx,12701,85031,595,1304,0.4562883435582822,5_12701
242,5,Bronx,12701,85032,709,1304,0.5437116564417178,5_12701
243,5,Bronx,12901,79032,252,1971,0.1278538812785388,5_12901
244,5,Bronx,12901,85033,1330,1971,0.6747843734145104,5_12901
245,5,Bronx,12901,85034,389,1971,0.19736174530695078,5_12901
246,5,Bronx,13000,82003,270,731,0.3693570451436389,5_13000
247,5,Bronx,13000,82004,344,731,0.47058823529411764,5_13000
248,5,Bronx,13000,82011,117,731,0.1600547195622435,5_13000
249,5,Bronx,13100,79031,1316,2528,0.5205696202531646,5_13100
250,5,Bronx,13100,79032,640,2528,0.25316455696202533,5_13100
251,5,Bronx,13100,79037,102,2528,0.040348101265822785,5_13100
252,5,Bronx,13100,85030,173,2528,0.06843354430379747,5_13100
253,5,Bronx,13100,85032,297,2528,0.11748417721518987,5_13100
254,5,Bronx,13200,82001,5,3748,0.0013340448239060833,5_13200
255,5,Bronx,13200,82003,55,3748,0.014674493062966915,5_13200
256,5,Bronx,13200,82004,742,3748,0.19797225186766276,5_13200
257,5,Bronx,13200,82009,1206,3748,0.3217716115261473,5_13200
258,5,Bronx,13200,82010,1420,3748,0.37886872998932764,5_13200
259,5,Bronx,13200,82011,320,3748,0.08537886872998933,5_13200
260,5,Bronx,13300,79032,364,3797,0.09586515670265999,5_13300
261,5,Bronx,13300,79033,427,3797,0.11245720305504346,5_13300
262,5,Bronx,13300,79038,915,3797,0.24097972083223598,5_13300
263,5,Bronx,13300,79039,509,3797,0.13405319989465367,5_13300
264,5,Bronx,13300,79040,1582,3797,0.4166447195154069,5_13300
265,5,Bronx,13500,79029,210,2072,0.10135135135135136,5_13500
266,5,Bronx,13500,79030,369,2072,0.1780888030888031,5_13500
267,5,Bronx,13500,79037,1078,2072,0.5202702702702703,5_13500
268,5,Bronx,13500,79038,415,2072,0.20028957528957528,5_13500
269,5,Bronx,13800,82005,969,1947,0.49768875192604006,5_13800
270,5,Bronx,13800,82006,978,1947,0.50231124807396,5_13800
271,5,Bronx,14100,79042,577,3341,0.17270278359772523,5_14100
272,5,Bronx,14100,79043,1226,3341,0.3669560011972463,5_14100
273,5,Bronx,14100,79044,903,3341,0.2702783597725232,5_14100
274,5,Bronx,14100,79045,635,3341,0.19006285543250523,5_14100
275,5,Bronx,14300,77042,313,808,0.3873762376237624,5_14300
276,5,Bronx,14300,77043,44,808,0.054455445544554455,5_14300
277,5,Bronx,14300,77044,165,808,0.2042079207920792,5_14300
278,5,Bronx,14300,79042,281,808,0.34777227722772275,5_14300
279,5,Bronx,14300,79043,5,808,0.006188118811881188,5_14300
280,5,Bronx,14400,82011,885,3709,0.2386087894311135,5_14400
281,5,Bronx,14400,82012,992,3709,0.2674575357239148,5_14400
282,5,Bronx,14400,82013,979,3709,0.26395254785656513,5_14400
283,5,Bronx,14400,82014,853,3709,0.2299811269884066,5_14400
284,5,Bronx,14500,77038,21,3125,0.00672,5_14500
285,5,Bronx,14500,79017,1296,3125,0.41472,5_14500
286,5,Bronx,14500,79018,716,3125,0.22912,5_14500
287,5,Bronx,14500,79035,1092,3125,0.34944,5_14500
288,5,Bronx,14701,79013,1301,3598,0.36158977209560866,5_14701
289,5,Bronx,14701,79014,1423,3598,0.39549749861033906,5_14701
290,5,Bronx,14701,79015,647,3598,0.17982212340188994,5_14701
291,5,Bronx,14701,79018,227,3598,0.06309060589216231,5_14701
292,5,Bronx,14702,79010,1333,3052,0.4367627785058978,5_14702
293,5,Bronx,14702,79011,1563,3052,0.5121231979030144,5_14702
294,5,Bronx,14702,79015,156,3052,0.05111402359108781,5_14702
295,5,Bronx,14900,79016,1509,2195,0.6874715261958998,5_14900
296,5,Bronx,14900,79034,686,2195,0.3125284738041002,5_14900
297,5,Bronx,15100,79019,567,2711,0.20914791589819254,5_15100
298,5,Bronx,15100,79020,503,2711,0.18554039099963113,5_15100
299,5,Bronx,15100,79029,943,2711,0.34784212467724085,5_15100
300,5,Bronx,15100,79030,698,2711,0.25746956842493546,5_15100
301,5,Bronx,15200,82015,1365,1365,1.0,5_15200
302,5,Bronx,15300,79019,271,2112,0.12831439393939395,5_15300
303,5,Bronx,15300,79020,483,2112,0.22869318181818182,5_15300
304,5,Bronx,15300,79021,627,2112,0.296875,5_15300
305,5,Bronx,15300,79023,78,2112,0.036931818181818184,5_15300
306,5,Bronx,15300,79027,428,2112,0.20265151515151514,5_15300
307,5,Bronx,15300,79028,225,2112,0.10653409090909091,5_15300
308,5,Bronx,15500,79023,1083,1568,0.6906887755102041,5_15500
309,5,Bronx,15500,79024,165,1568,0.10522959183673469,5_15500
310,5,Bronx,15500,79027,320,1568,0.20408163265306123,5_15500
311,5,Bronx,15700,79025,259,2641,0.09806891329042029,5_15700
312,5,Bronx,15700,79026,601,2641,0.22756531616811815,5_15700
313,5,Bronx,15700,79027,612,2641,0.23173040514956456,5_15700
314,5,Bronx,15700,85028,1169,2641,0.442635365391897,5_15700
315,5,Bronx,15800,82007,756,756,1.0,5_15800
316,5,Bronx,15900,85039,1085,1542,0.7036316472114138,5_15900
317,5,Bronx,15900,85040,457,1542,0.29636835278858625,5_15900
318,5,Bronx,16000,82006,145,2179,0.06654428636989444,5_16000
319,5,Bronx,16000,82018,1202,2179,0.5516291877007802,5_16000
320,5,Bronx,16000,82019,832,2179,0.38182652592932537,5_16000
321,5,Bronx,16100,79024,940,2949,0.31875211936249576,5_16100
322,5,Bronx,16100,79025,1268,2949,0.4299762631400475,5_16100
323,5,Bronx,16100,79026,581,2949,0.1970159376059681,5_16100
324,5,Bronx,16100,85027,2,2949,0.0006781959986436081,5_16100
325,5,Bronx,16100,85028,158,2949,0.05357748389284503,5_16100
326,5,Bronx,16200,82007,464,922,0.5032537960954447,5_16200
327,5,Bronx,16200,82008,458,922,0.4967462039045553,5_16200
328,5,Bronx,16300,79022,12,12,1.0,5_16300
329,5,Bronx,16400,82008,689,689,1.0,5_16400
330,5,Bronx,16500,79007,220,541,0.4066543438077634,5_16500
331,5,Bronx,16500,79008,321,541,0.5933456561922366,5_16500
332,5,Bronx,16600,82016,1291,1291,1.0,5_16600
333,5,Bronx,16700,79009,334,1465,0.2279863481228669,5_16700
334,5,Bronx,16700,79012,1131,1465,0.7720136518771331,5_16700
335,5,Bronx,16900,79009,105,846,0.12411347517730496,5_16900
336,5,Bronx,16900,79010,5,846,0.00591016548463357,5_16900
337,5,Bronx,16900,79012,391,846,0.46217494089834515,5_16900
338,5,Bronx,16900,79015,345,846,0.4078014184397163,5_16900
339,5,Bronx,17100,77035,3,3,1.0,5_17100
340,5,Bronx,17300,77044,380,3454,0.11001737116386798,5_17300
341,5,Bronx,17300,77045,310,3454,0.0897510133178923,5_17300
342,5,Bronx,17300,77046,213,3454,0.061667631731326,5_17300
343,5,Bronx,17300,79042,861,3454,0.24927620150550087,5_17300
344,5,Bronx,17300,79053,1139,3454,0.32976259409380426,5_17300
345,5,Bronx,17300,79056,551,3454,0.15952518818760858,5_17300
346,5,Bronx,17500,77041,236,3345,0.07055306427503737,5_17500
347,5,Bronx,17500,77042,961,3345,0.2872944693572496,5_17500
348,5,Bronx,17500,77044,983,3345,0.2938714499252616,5_17500
349,5,Bronx,17500,77050,499,3345,0.14917787742899852,5_17500
350,5,Bronx,17500,77052,666,3345,0.19910313901345292,5_17500
351,5,Bronx,17701,77038,885,1783,0.4963544587773416,5_17701
352,5,Bronx,17701,77041,603,1783,0.3381940549635446,5_17701
353,5,Bronx,17701,77042,295,1783,0.16545148625911385,5_17701
354,5,Bronx,17702,77036,508,1929,0.2633488854328668,5_17702
355,5,Bronx,17702,77037,1421,1929,0.7366511145671333,5_17702
356,5,Bronx,17901,77039,226,2305,0.09804772234273319,5_17901
357,5,Bronx,17901,77040,1621,2305,0.7032537960954447,5_17901
358,5,Bronx,17901,77041,458,2305,0.19869848156182213,5_17901
359,5,Bronx,17902,77036,260,1669,0.15578190533253444,5_17902
360,5,Bronx,17902,77039,1409,1669,0.8442180946674656,5_17902
361,5,Bronx,18101,77050,345,1400,0.24642857142857144,5_18101
362,5,Bronx,18101,77052,726,1400,0.5185714285714286,5_18101
363,5,Bronx,18101,77053,329,1400,0.235,5_18101
364,5,Bronx,18102,77049,151,2606,0.057943207981580966,5_18102
365,5,Bronx,18102,77050,696,2606,0.2670759785111282,5_18102
366,5,Bronx,18102,77051,466,2606,0.17881811204911743,5_18102
367,5,Bronx,18102,77053,1293,2606,0.4961627014581734,5_18102
368,5,Bronx,18301,77047,1010,2634,0.38344722854973423,5_18301
369,5,Bronx,18301,77048,628,2634,0.2384206529992407,5_18301
370,5,Bronx,18301,77049,996,2634,0.37813211845102507,5_18301
371,5,Bronx,18302,77046,1196,1779,0.6722878021360315,5_18302
372,5,Bronx,18302,77049,290,1779,0.16301292861157954,5_18302
373,5,Bronx,18302,79053,293,1779,0.16469926925238898,5_18302
374,5,Bronx,18400,82024,842,2244,0.375222816399287,5_18400
375,5,Bronx,18400,82032,243,2244,0.10828877005347594,5_18400
376,5,Bronx,18400,82033,1159,2244,0.5164884135472371,5_18400
377,5,Bronx,18501,79035,284,1251,0.2270183852917666,5_18501
378,5,Bronx,18501,79036,316,1251,0.25259792166266987,5_18501
379,5,Bronx,18501,79041,231,1251,0.18465227817745802,5_18501
380,5,Bronx,18501,79043,420,1251,0.33573141486810554,5_18501
381,5,Bronx,18502,79034,778,2903,0.2679986221150534,5_18502
382,5,Bronx,18502,79035,46,2903,0.01584567688598002,5_18502
383,5,Bronx,18502,79036,1132,2903,0.3899414398897692,5_18502
384,5,Bronx,18502,79037,314,2903,0.10816396830864623,5_18502
385,5,Bronx,18502,79039,503,2903,0.173269032035825,5_18502
386,5,Bronx,18502,79045,130,2903,0.04478126076472615,5_18502
387,5,Bronx,18900,77001,1448,3839,0.377181557697317,5_18900
388,5,Bronx,18900,77002,1477,3839,0.38473560823131026,5_18900
389,5,Bronx,18900,84009,914,3839,0.23808283407137276,5_18900
390,5,Bronx,19300,77003,1550,3356,0.46185935637663883,5_19300
391,5,Bronx,19300,77005,160,3356,0.04767580452920143,5_19300
392,5,Bronx,19300,77006,1646,3356,0.4904648390941597,5_19300
393,5,Bronx,19400,82034,1059,1061,0.998114985862394,5_19400
394,5,Bronx,19400,82035,2,1061,0.001885014137606032,5_19400
395,5,Bronx,19500,77051,334,3838,0.08702449192287649,5_19500
396,5,Bronx,19500,84008,1380,3838,0.35956227201667534,5_19500
397,5,Bronx,19500,84010,1194,3838,0.3110995310057322,5_19500
398,5,Bronx,19500,84011,930,3838,0.242313705054716,5_19500
399,5,Bronx,19700,77051,460,3105,0.14814814814814814,5_19700
400,5,Bronx,19700,84005,1206,3105,0.3884057971014493,5_19700
401,5,Bronx,19700,84006,440,3105,0.14170692431561996,5_19700
402,5,Bronx,19700,84007,999,3105,0.3217391304347826,5_19700
403,5,Bronx,19900,77005,1288,4046,0.31833910034602075,5_19900
404,5,Bronx,19900,77007,1613,4046,0.3986653484923381,5_19900
405,5,Bronx,19900,84006,1145,4046,0.2829955511616411,5_19900
406,5,Bronx,20000,82035,1174,2384,0.4924496644295302,5_20000
407,5,Bronx,20000,82036,1072,2384,0.44966442953020136,5_20000
408,5,Bronx,20000,87033,138,2384,0.057885906040268456,5_20000
409,5,Bronx,20100,77008,224,1956,0.11451942740286299,5_20100
410,5,Bronx,20100,77009,728,1956,0.3721881390593047,5_20100
